regularity,vertices,seed,tree-decomp-width,algorithm,tree-decomp-time,simulation-time
4,12,21,NaN,freetdi,NaN,NaN
4,12,22,NaN,freetdi,NaN,NaN
4,12,23,NaN,freetdi,NaN,NaN
4,12,24,NaN,freetdi,NaN,NaN
4,12,25,NaN,freetdi,NaN,NaN
4,12,26,NaN,freetdi,NaN,NaN
4,12,27,NaN,freetdi,NaN,NaN
4,12,28,NaN,freetdi,NaN,NaN
4,12,29,NaN,freetdi,NaN,NaN
4,12,30,NaN,freetdi,NaN,NaN
4,12,31,NaN,freetdi,NaN,NaN
4,12,32,NaN,freetdi,NaN,NaN
4,12,33,NaN,freetdi,NaN,NaN
4,12,34,NaN,freetdi,NaN,NaN
4,12,35,NaN,freetdi,NaN,NaN
4,12,36,NaN,freetdi,NaN,NaN
4,12,37,NaN,freetdi,NaN,NaN
4,12,38,NaN,freetdi,NaN,NaN
4,12,39,NaN,freetdi,NaN,NaN
4,12,40,NaN,freetdi,NaN,NaN
4,12,41,NaN,freetdi,NaN,NaN
4,12,42,NaN,freetdi,NaN,NaN
4,12,43,NaN,freetdi,NaN,NaN
4,12,44,NaN,freetdi,NaN,NaN
4,12,45,NaN,freetdi,NaN,NaN
4,12,46,NaN,freetdi,NaN,NaN
4,12,47,NaN,freetdi,NaN,NaN
4,12,48,NaN,freetdi,NaN,NaN
4,12,49,NaN,freetdi,NaN,NaN
4,14,0,8,freetdi,0.017,3.47466
4,14,1,7,freetdi,0.011,2.01875
4,14,2,7,freetdi,0.013,1.69354
4,14,3,7,freetdi,0.012,1.71705
4,14,4,8,freetdi,0.027,4.74626
4,14,5,7,freetdi,0.011,1.30638
4,14,6,8,freetdi,0.023,3.51894
4,14,7,8,freetdi,0.032,2.84266
4,14,8,9,freetdi,0.118,9.09299
4,14,9,8,freetdi,0.017,3.34842
4,14,10,9,freetdi,0.067,8.92709
4,14,11,8,freetdi,0.013,3.06201
4,14,12,9,freetdi,0.037,8.84079
4,14,13,8,freetdi,0.025,6.0561
4,14,14,7,freetdi,0.013,1.36926
4,14,15,7,freetdi,0.012,1.29815
4,14,16,9,freetdi,0.204,12.2149
4,14,17,7,freetdi,0.01,1.71089
4,14,18,8,freetdi,0.03,5.87544
4,14,19,7,freetdi,0.012,2.38933
4,14,20,8,freetdi,0.046,4.73508
4,14,21,8,freetdi,0.033,3.1245
4,14,22,7,freetdi,0.014,1.6512
4,14,23,8,freetdi,0.025,4.70366
4,14,24,6,freetdi,0.006,0.564713
4,14,25,7,freetdi,0.009,1.27051
4,14,26,8,freetdi,0.023,4.06951
4,14,27,8,freetdi,0.028,6.405
4,14,28,8,freetdi,0.028,3.68677
4,14,29,7,freetdi,0.015,1.00644
4,14,30,7,freetdi,0.008,1.84877
4,14,31,8,freetdi,0.014,2.92084
4,14,32,8,freetdi,0.023,3.45927
4,14,33,8,freetdi,0.042,4.12102
4,14,34,7,freetdi,0.013,2.18571
4,14,35,8,freetdi,0.013,2.76888
4,14,36,8,freetdi,0.027,4.57783
4,14,37,7,freetdi,0.013,2.09867
4,14,38,7,freetdi,0.009,2.0728
4,14,39,7,freetdi,0.013,1.33927
4,14,40,7,freetdi,0.017,1.49768
4,14,41,8,freetdi,0.025,2.63649
4,14,42,7,freetdi,0.011,1.40127
4,14,43,9,freetdi,0.123,9.49543
4,14,44,7,freetdi,0.009,1.82259
4,14,45,8,freetdi,0.034,3.76027
4,14,46,8,freetdi,0.039,4.53719
4,14,47,7,freetdi,0.011,1.44557
4,14,48,7,freetdi,0.008,1.1885
4,14,49,7,freetdi,0.012,1.23933
4,16,0,NaN,freetdi,NaN,NaN
4,16,1,NaN,freetdi,NaN,NaN
4,16,2,NaN,freetdi,NaN,NaN
4,16,3,NaN,freetdi,NaN,NaN
4,16,4,NaN,freetdi,NaN,NaN
4,16,5,NaN,freetdi,NaN,NaN
4,16,6,NaN,freetdi,NaN,NaN
4,16,7,NaN,freetdi,NaN,NaN
4,16,8,NaN,freetdi,NaN,NaN
4,16,9,NaN,freetdi,NaN,NaN
4,16,10,NaN,freetdi,NaN,NaN
4,16,11,NaN,freetdi,NaN,NaN
4,16,12,NaN,freetdi,NaN,NaN
4,16,13,NaN,freetdi,NaN,NaN
4,16,14,NaN,freetdi,NaN,NaN
4,16,15,NaN,freetdi,NaN,NaN
4,16,16,NaN,freetdi,NaN,NaN
4,16,17,NaN,freetdi,NaN,NaN
4,16,18,NaN,freetdi,NaN,NaN
4,16,19,NaN,freetdi,NaN,NaN
4,16,20,NaN,freetdi,NaN,NaN
4,16,21,NaN,freetdi,NaN,NaN
4,16,22,NaN,freetdi,NaN,NaN
4,16,23,NaN,freetdi,NaN,NaN
4,16,24,NaN,freetdi,NaN,NaN
4,16,25,NaN,freetdi,NaN,NaN
4,16,26,NaN,freetdi,NaN,NaN
4,16,27,NaN,freetdi,NaN,NaN
4,16,28,NaN,freetdi,NaN,NaN
4,16,29,NaN,freetdi,NaN,NaN
4,16,30,NaN,freetdi,NaN,NaN
4,16,31,NaN,freetdi,NaN,NaN
4,16,32,NaN,freetdi,NaN,NaN
4,16,33,NaN,freetdi,NaN,NaN
4,16,34,NaN,freetdi,NaN,NaN
4,16,35,NaN,freetdi,NaN,NaN
4,16,36,NaN,freetdi,NaN,NaN
4,16,37,NaN,freetdi,NaN,NaN
4,16,38,NaN,freetdi,NaN,NaN
4,16,39,NaN,freetdi,NaN,NaN
4,16,40,NaN,freetdi,NaN,NaN
4,16,41,NaN,freetdi,NaN,NaN
4,16,42,NaN,freetdi,NaN,NaN
4,16,43,NaN,freetdi,NaN,NaN
4,16,44,NaN,freetdi,NaN,NaN
4,16,45,NaN,freetdi,NaN,NaN
4,16,46,NaN,freetdi,NaN,NaN
4,16,47,NaN,freetdi,NaN,NaN
4,16,48,NaN,freetdi,NaN,NaN
4,16,49,NaN,freetdi,NaN,NaN
4,18,0,8,freetdi,0.052,8.23983
4,18,1,10,freetdi,0.946,62.309
4,18,2,9,freetdi,0.138,10.9869
4,18,3,8,freetdi,0.036,7.77345
4,18,4,9,freetdi,0.25,15.0941
4,18,5,9,freetdi,0.185,17.6298
4,18,6,8,freetdi,0.034,7.03985
4,18,7,9,freetdi,0.25,9.53322
4,18,8,9,freetdi,0.082,15.55
4,18,9,9,freetdi,0.213,27.0601
4,18,10,8,freetdi,0.061,7.14984
4,18,11,9,freetdi,0.226,13.3549
4,18,12,8,freetdi,0.047,6.63752
4,18,13,8,freetdi,0.03,6.24618
4,18,14,8,freetdi,0.047,7.31436
4,18,15,8,freetdi,0.04,5.32464
4,18,16,9,freetdi,0.166,19.941
4,18,17,10,freetdi,0.349,22.4883
4,18,18,8,freetdi,0.048,4.83291
4,18,19,9,freetdi,0.074,14.3316
4,18,20,8,freetdi,0.024,3.96382
4,18,21,9,freetdi,0.336,13.5411
4,18,22,8,freetdi,0.049,8.15226
4,18,23,10,freetdi,0.772,43.775
4,18,24,9,freetdi,0.169,18.6849
4,18,25,9,freetdi,0.211,15.6002
4,18,26,9,freetdi,0.089,12.0455
4,18,27,9,freetdi,0.302,9.82352
4,18,28,10,freetdi,1.766,24.8646
4,18,29,9,freetdi,0.062,15.3438
4,18,30,8,freetdi,0.038,5.99981
4,18,31,7,freetdi,0.012,3.07977
4,18,32,7,freetdi,0.011,3.63547
4,18,33,9,freetdi,0.236,17.0807
4,18,34,9,freetdi,0.188,15.7406
4,18,35,9,freetdi,0.241,14.2141
4,18,36,8,freetdi,0.066,9.14494
4,18,37,8,freetdi,0.056,8.27698
4,18,38,9,freetdi,0.071,14.1729
4,18,39,9,freetdi,0.172,17.251
4,18,40,9,freetdi,0.109,10.3837
4,18,41,9,freetdi,0.058,14.0881
4,18,42,9,freetdi,0.174,16.2692
4,18,43,9,freetdi,0.415,14.8201
4,18,44,7,freetdi,0.019,1.7339
4,18,45,9,freetdi,0.081,8.26482
4,18,46,9,freetdi,0.076,15.1971
4,18,47,10,freetdi,0.924,31.1018
4,18,48,9,freetdi,0.324,13.9654
4,18,49,9,freetdi,0.107,9.15026
4,20,0,NaN,freetdi,NaN,NaN
4,20,1,NaN,freetdi,NaN,NaN
4,20,2,NaN,freetdi,NaN,NaN
4,20,3,NaN,freetdi,NaN,NaN
4,20,4,NaN,freetdi,NaN,NaN
4,20,5,NaN,freetdi,NaN,NaN
4,20,6,NaN,freetdi,NaN,NaN
4,20,7,NaN,freetdi,NaN,NaN
4,20,8,NaN,freetdi,NaN,NaN
4,20,9,NaN,freetdi,NaN,NaN
4,20,10,NaN,freetdi,NaN,NaN
4,20,11,NaN,freetdi,NaN,NaN
4,20,12,NaN,freetdi,NaN,NaN
4,20,13,NaN,freetdi,NaN,NaN
4,20,14,NaN,freetdi,NaN,NaN
4,20,15,NaN,freetdi,NaN,NaN
4,20,16,NaN,freetdi,NaN,NaN
4,20,17,NaN,freetdi,NaN,NaN
4,20,18,NaN,freetdi,NaN,NaN
4,20,19,NaN,freetdi,NaN,NaN
4,20,20,NaN,freetdi,NaN,NaN
4,20,21,NaN,freetdi,NaN,NaN
4,20,22,NaN,freetdi,NaN,NaN
4,20,23,NaN,freetdi,NaN,NaN
4,20,24,NaN,freetdi,NaN,NaN
4,20,25,NaN,freetdi,NaN,NaN
4,20,26,NaN,freetdi,NaN,NaN
4,20,27,NaN,freetdi,NaN,NaN
4,20,28,NaN,freetdi,NaN,NaN
4,20,29,NaN,freetdi,NaN,NaN
4,20,30,NaN,freetdi,NaN,NaN
4,20,31,NaN,freetdi,NaN,NaN
4,20,32,NaN,freetdi,NaN,NaN
4,20,33,NaN,freetdi,NaN,NaN
4,20,34,NaN,freetdi,NaN,NaN
4,20,35,NaN,freetdi,NaN,NaN
4,20,36,NaN,freetdi,NaN,NaN
4,20,37,NaN,freetdi,NaN,NaN
4,20,38,NaN,freetdi,NaN,NaN
4,20,39,NaN,freetdi,NaN,NaN
4,20,40,NaN,freetdi,NaN,NaN
4,20,41,NaN,freetdi,NaN,NaN
4,20,42,NaN,freetdi,NaN,NaN
4,20,43,NaN,freetdi,NaN,NaN
4,20,44,NaN,freetdi,NaN,NaN
4,20,45,NaN,freetdi,NaN,NaN
4,20,46,NaN,freetdi,NaN,NaN
4,20,47,NaN,freetdi,NaN,NaN
4,20,48,NaN,freetdi,NaN,NaN
4,20,49,NaN,freetdi,NaN,NaN
4,22,0,11,freetdi,6.003,191.874
4,22,1,10,freetdi,0.904,29.8878
4,22,2,10,freetdi,3.989,66.613
4,22,3,9,freetdi,0.286,16.6127
4,22,4,11,freetdi,20.99,261.056
4,22,5,10,freetdi,0.863,27.9315
4,22,6,11,freetdi,2.604,114.288
4,22,7,11,freetdi,21.128,121.43
4,22,8,10,freetdi,3.416,69.7703
4,22,9,10,freetdi,0.796,33.2261
4,22,10,10,freetdi,2.197,81.5703
4,22,11,9,freetdi,0.433,38.7278
4,22,12,10,freetdi,1.681,65.7416
4,22,13,8,freetdi,0.075,8.69868
4,22,14,11,freetdi,38.602,236.289
4,22,15,11,freetdi,4.846,115.502
4,22,16,9,freetdi,0.118,18.7374
4,22,17,11,freetdi,6.424,118.255
4,22,18,11,freetdi,14.031,204.412
4,22,19,10,freetdi,2.005,53.7077
4,22,20,10,freetdi,1.353,73.5923
4,22,21,10,freetdi,2.224,51.9926
4,22,22,10,freetdi,1.934,52.2465
4,22,23,11,freetdi,4.522,103.434
4,22,24,11,freetdi,3.699,189.298
4,22,25,10,freetdi,0.681,33.263
4,22,26,10,freetdi,4.092,66.9141
4,22,27,11,freetdi,24.118,329.296
4,22,28,10,freetdi,3.367,63.4834
4,22,29,10,freetdi,0.454,32.4106
4,22,30,10,freetdi,4.812,64.9201
4,22,31,11,freetdi,18.077,104.219
4,22,32,8,freetdi,0.082,9.98863
4,22,33,10,freetdi,3.322,54.4373
4,22,34,9,freetdi,0.471,34.1143
4,22,35,10,freetdi,0.775,35.0404
4,22,36,10,freetdi,2.771,60.3436
4,22,37,10,freetdi,2.128,61.8702
4,22,38,10,freetdi,2.192,58.0018
4,22,39,12,freetdi,244.724,NaN
4,22,40,8,freetdi,0.086,13.7676
4,22,41,11,freetdi,5.453,90.4655
4,22,42,11,freetdi,22.345,140.03
4,22,43,9,freetdi,0.131,13.2238
4,22,44,10,freetdi,2.098,72.1925
4,22,45,10,freetdi,2.402,82.8789
4,22,46,9,freetdi,0.22,19.4314
4,22,47,11,freetdi,3.965,99.8336
4,22,48,11,freetdi,21.152,150.211
4,22,49,10,freetdi,1.542,59.0949
4,24,0,NaN,freetdi,NaN,NaN
4,24,1,NaN,freetdi,NaN,NaN
4,24,2,NaN,freetdi,NaN,NaN
4,24,3,NaN,freetdi,NaN,NaN
4,24,4,NaN,freetdi,NaN,NaN
4,24,5,NaN,freetdi,NaN,NaN
4,24,6,NaN,freetdi,NaN,NaN
4,24,7,NaN,freetdi,NaN,NaN
4,24,8,NaN,freetdi,NaN,NaN
4,24,9,NaN,freetdi,NaN,NaN
4,24,10,NaN,freetdi,NaN,NaN
4,24,11,NaN,freetdi,NaN,NaN
4,24,12,NaN,freetdi,NaN,NaN
4,24,13,NaN,freetdi,NaN,NaN
4,24,14,NaN,freetdi,NaN,NaN
4,24,15,NaN,freetdi,NaN,NaN
4,24,16,NaN,freetdi,NaN,NaN
4,24,17,NaN,freetdi,NaN,NaN
4,24,18,NaN,freetdi,NaN,NaN
4,24,19,NaN,freetdi,NaN,NaN
4,24,20,NaN,freetdi,NaN,NaN
4,24,21,NaN,freetdi,NaN,NaN
4,24,22,NaN,freetdi,NaN,NaN
4,24,23,NaN,freetdi,NaN,NaN
4,24,24,NaN,freetdi,NaN,NaN
4,24,25,NaN,freetdi,NaN,NaN
4,24,26,NaN,freetdi,NaN,NaN
4,24,27,NaN,freetdi,NaN,NaN
4,24,28,NaN,freetdi,NaN,NaN
4,24,29,NaN,freetdi,NaN,NaN
4,24,30,NaN,freetdi,NaN,NaN
4,24,31,NaN,freetdi,NaN,NaN
4,24,32,NaN,freetdi,NaN,NaN
4,24,33,NaN,freetdi,NaN,NaN
4,24,34,NaN,freetdi,NaN,NaN
4,24,35,NaN,freetdi,NaN,NaN
4,24,36,NaN,freetdi,NaN,NaN
4,24,37,NaN,freetdi,NaN,NaN
4,24,38,NaN,freetdi,NaN,NaN
4,24,39,NaN,freetdi,NaN,NaN
4,24,40,NaN,freetdi,NaN,NaN
4,24,41,NaN,freetdi,NaN,NaN
4,24,42,NaN,freetdi,NaN,NaN
4,24,43,NaN,freetdi,NaN,NaN
4,24,44,NaN,freetdi,NaN,NaN
4,24,45,NaN,freetdi,NaN,NaN
4,24,46,NaN,freetdi,NaN,NaN
4,24,47,NaN,freetdi,NaN,NaN
4,24,48,NaN,freetdi,NaN,NaN
4,24,49,NaN,freetdi,NaN,NaN
4,26,0,12,freetdi,275.423,NaN
4,26,1,NaN,freetdi,NaN,NaN
4,26,2,9,freetdi,0.421,31.2587
4,26,3,12,freetdi,85.955,369.094
4,26,4,12,freetdi,49.232,544.245
4,26,5,12,freetdi,544.761,NaN
4,26,6,11,freetdi,20.217,326.341
4,26,7,9,freetdi,0.182,18.9419
4,26,8,10,freetdi,1.104,35.5153
4,26,9,12,freetdi,89.37,319.8
4,26,10,12,freetdi,290.001,NaN
4,26,11,12,freetdi,280.161,NaN
4,26,12,12,freetdi,87.878,NaN
4,26,13,12,freetdi,368.441,NaN
4,26,14,11,freetdi,31.819,309.078
4,26,15,12,freetdi,79.48,567.925
4,26,16,9,freetdi,0.551,21.5346
4,26,17,9,freetdi,0.503,35.2058
4,26,18,NaN,freetdi,NaN,NaN
4,26,19,11,freetdi,40.126,193.23
4,26,20,12,freetdi,44.644,547.254
4,26,21,11,freetdi,10.171,113.679
4,26,22,NaN,freetdi,NaN,NaN
4,26,23,11,freetdi,28.042,253.497
4,26,24,11,freetdi,29.087,334.927
4,26,25,12,freetdi,86.244,NaN
4,26,26,9,freetdi,0.467,37.268
4,26,27,10,freetdi,5.902,46.6088
4,26,28,11,freetdi,39.243,150.831
4,26,29,11,freetdi,5.915,119.55
4,26,30,10,freetdi,5.01,81.0823
4,26,31,10,freetdi,2.691,70.1431
4,26,32,11,freetdi,22.277,277.64
4,26,33,11,freetdi,30.513,215.643
4,26,34,12,freetdi,125.731,405.715
4,26,35,11,freetdi,27.118,211.065
4,26,36,10,freetdi,3.733,47.9986
4,26,37,11,freetdi,27.793,320.16
4,26,38,10,freetdi,1.1,42.7356
4,26,39,10,freetdi,5.591,47.8055
4,26,40,12,freetdi,393.437,595.934
4,26,41,10,freetdi,3.471,64.9389
4,26,42,12,freetdi,545.05,NaN
4,26,43,10,freetdi,3.63,42.4952
4,26,44,12,freetdi,341.311,NaN
4,26,45,10,freetdi,0.864,40.831
4,26,46,10,freetdi,3.583,98.0036
4,26,47,11,freetdi,45.096,301.035
4,26,48,10,freetdi,4.451,54.903
4,26,49,10,freetdi,4.746,122.813
4,28,0,NaN,freetdi,NaN,NaN
4,28,1,NaN,freetdi,NaN,NaN
4,28,2,NaN,freetdi,NaN,NaN
4,28,3,NaN,freetdi,NaN,NaN
4,28,4,NaN,freetdi,NaN,NaN
4,28,5,NaN,freetdi,NaN,NaN
4,28,6,NaN,freetdi,NaN,NaN
4,28,7,NaN,freetdi,NaN,NaN
4,28,8,NaN,freetdi,NaN,NaN
4,28,9,NaN,freetdi,NaN,NaN
4,28,10,NaN,freetdi,NaN,NaN
4,28,11,NaN,freetdi,NaN,NaN
4,28,12,NaN,freetdi,NaN,NaN
4,28,13,NaN,freetdi,NaN,NaN
4,28,14,NaN,freetdi,NaN,NaN
4,28,15,NaN,freetdi,NaN,NaN
4,28,16,NaN,freetdi,NaN,NaN
4,28,17,NaN,freetdi,NaN,NaN
4,28,18,NaN,freetdi,NaN,NaN
4,28,19,NaN,freetdi,NaN,NaN
4,28,20,NaN,freetdi,NaN,NaN
4,28,21,NaN,freetdi,NaN,NaN
4,28,22,NaN,freetdi,NaN,NaN
4,28,23,NaN,freetdi,NaN,NaN
4,28,24,NaN,freetdi,NaN,NaN
4,28,25,NaN,freetdi,NaN,NaN
4,28,26,NaN,freetdi,NaN,NaN
4,28,27,NaN,freetdi,NaN,NaN
4,28,28,NaN,freetdi,NaN,NaN
4,28,29,NaN,freetdi,NaN,NaN
4,28,30,NaN,freetdi,NaN,NaN
4,28,31,NaN,freetdi,NaN,NaN
4,28,32,NaN,freetdi,NaN,NaN
4,28,33,NaN,freetdi,NaN,NaN
4,28,34,NaN,freetdi,NaN,NaN
4,28,35,NaN,freetdi,NaN,NaN
4,28,36,NaN,freetdi,NaN,NaN
4,28,37,NaN,freetdi,NaN,NaN
4,28,38,NaN,freetdi,NaN,NaN
4,28,39,NaN,freetdi,NaN,NaN
4,28,40,NaN,freetdi,NaN,NaN
4,28,41,NaN,freetdi,NaN,NaN
4,28,42,NaN,freetdi,NaN,NaN
4,28,43,NaN,freetdi,NaN,NaN
4,28,44,NaN,freetdi,NaN,NaN
4,28,45,NaN,freetdi,NaN,NaN
4,28,46,NaN,freetdi,NaN,NaN
4,28,47,NaN,freetdi,NaN,NaN
4,28,48,NaN,freetdi,NaN,NaN
4,28,49,NaN,freetdi,NaN,NaN
4,30,0,NaN,freetdi,NaN,NaN
4,30,1,NaN,freetdi,NaN,NaN
4,30,2,NaN,freetdi,NaN,NaN
4,30,3,NaN,freetdi,NaN,NaN
4,30,4,NaN,freetdi,NaN,NaN
4,30,5,NaN,freetdi,NaN,NaN
4,30,6,NaN,freetdi,NaN,NaN
4,30,7,NaN,freetdi,NaN,NaN
4,30,8,NaN,freetdi,NaN,NaN
4,30,9,NaN,freetdi,NaN,NaN
4,30,10,NaN,freetdi,NaN,NaN
4,30,11,NaN,freetdi,NaN,NaN
4,30,12,NaN,freetdi,NaN,NaN
4,30,13,NaN,freetdi,NaN,NaN
4,30,14,NaN,freetdi,NaN,NaN
4,30,15,NaN,freetdi,NaN,NaN
4,30,16,NaN,freetdi,NaN,NaN
4,30,17,NaN,freetdi,NaN,NaN
4,30,18,NaN,freetdi,NaN,NaN
4,30,19,NaN,freetdi,NaN,NaN
4,30,20,NaN,freetdi,NaN,NaN
4,30,21,NaN,freetdi,NaN,NaN
4,30,22,NaN,freetdi,NaN,NaN
4,30,23,NaN,freetdi,NaN,NaN
4,30,24,NaN,freetdi,NaN,NaN
4,30,25,NaN,freetdi,NaN,NaN
4,30,26,NaN,freetdi,NaN,NaN
4,30,27,NaN,freetdi,NaN,NaN
4,30,28,NaN,freetdi,NaN,NaN
4,30,29,NaN,freetdi,NaN,NaN
4,30,30,NaN,freetdi,NaN,NaN
4,30,31,NaN,freetdi,NaN,NaN
4,30,32,NaN,freetdi,NaN,NaN
4,30,33,NaN,freetdi,NaN,NaN
4,30,34,NaN,freetdi,NaN,NaN
4,30,35,NaN,freetdi,NaN,NaN
4,30,36,NaN,freetdi,NaN,NaN
4,30,37,NaN,freetdi,NaN,NaN
4,30,38,NaN,freetdi,NaN,NaN
4,30,39,NaN,freetdi,NaN,NaN
4,30,40,NaN,freetdi,NaN,NaN
4,30,41,NaN,freetdi,NaN,NaN
4,30,42,NaN,freetdi,NaN,NaN
4,30,43,NaN,freetdi,NaN,NaN
4,30,44,NaN,freetdi,NaN,NaN
4,30,45,NaN,freetdi,NaN,NaN
4,30,46,NaN,freetdi,NaN,NaN
4,30,47,NaN,freetdi,NaN,NaN
4,30,48,NaN,freetdi,NaN,NaN
4,30,49,NaN,freetdi,NaN,NaN
5,10,0,8,freetdi,0.019,3.42329
5,10,1,8,freetdi,0.021,3.20783
5,10,2,8,freetdi,0.02,2.62967
5,10,3,7,freetdi,0.007,1.07606
5,10,4,7,freetdi,0.014,1.35403
5,10,5,8,freetdi,0.026,2.45301
5,10,6,8,freetdi,0.023,4.28624
5,10,7,8,freetdi,0.023,2.96822
5,10,8,8,freetdi,0.016,2.39393
5,10,9,8,freetdi,0.018,2.97905
5,10,10,8,freetdi,0.024,3.70828
5,10,11,8,freetdi,0.027,3.83109
5,10,12,8,freetdi,0.028,2.3958
5,10,13,9,freetdi,0.031,6.8218
5,10,14,8,freetdi,0.026,3.22177
5,10,15,8,freetdi,0.013,2.3107
5,10,16,7,freetdi,0.007,1.1726
5,10,17,7,freetdi,0.013,1.00005
5,10,18,8,freetdi,0.022,3.7661
5,10,19,8,freetdi,0.019,3.08411
5,10,20,8,freetdi,0.027,2.57426
5,10,21,7,freetdi,0.01,1.32747
5,10,22,6,freetdi,0.008,0.63776
5,10,23,7,freetdi,0.009,1.10081
5,10,24,8,freetdi,0.02,2.65612
5,10,25,7,freetdi,0.011,1.51597
5,10,26,7,freetdi,0.01,1.57983
5,10,27,7,freetdi,0.011,1.0057
5,10,28,7,freetdi,0.012,1.47606
5,10,29,8,freetdi,0.017,2.34252
5,10,30,8,freetdi,0.02,2.58502
5,10,31,7,freetdi,0.012,1.20091
5,10,32,8,freetdi,0.026,4.27032
5,10,33,6,freetdi,0.008,0.636053
5,10,34,8,freetdi,0.025,3.19848
5,10,35,7,freetdi,0.007,1.55801
5,10,36,7,freetdi,0.012,0.932513
5,10,37,8,freetdi,0.027,4.14495
5,10,38,8,freetdi,0.022,2.72766
5,10,39,8,freetdi,0.022,4.27349
5,10,40,7,freetdi,0.007,1.60842
5,10,41,8,freetdi,0.025,3.03499
5,10,42,7,freetdi,0.012,1.41411
5,10,43,7,freetdi,0.011,1.35588
5,10,44,8,freetdi,0.021,3.14174
5,10,45,8,freetdi,0.019,2.6768
5,10,46,7,freetdi,0.007,1.23392
5,10,47,8,freetdi,0.025,2.91911
5,10,48,8,freetdi,0.01,1.99482
5,10,49,8,freetdi,0.022,4.87037
5,12,0,NaN,freetdi,NaN,NaN
5,12,1,NaN,freetdi,NaN,NaN
5,12,2,NaN,freetdi,NaN,NaN
5,12,3,NaN,freetdi,NaN,NaN
5,12,4,NaN,freetdi,NaN,NaN
5,12,5,NaN,freetdi,NaN,NaN
5,12,6,NaN,freetdi,NaN,NaN
5,12,7,NaN,freetdi,NaN,NaN
5,12,8,NaN,freetdi,NaN,NaN
5,12,9,NaN,freetdi,NaN,NaN
5,12,10,NaN,freetdi,NaN,NaN
5,12,11,NaN,freetdi,NaN,NaN
5,12,12,NaN,freetdi,NaN,NaN
5,12,13,NaN,freetdi,NaN,NaN
5,12,14,NaN,freetdi,NaN,NaN
5,12,15,NaN,freetdi,NaN,NaN
5,12,16,NaN,freetdi,NaN,NaN
5,12,17,NaN,freetdi,NaN,NaN
5,12,18,NaN,freetdi,NaN,NaN
5,12,19,NaN,freetdi,NaN,NaN
5,12,20,NaN,freetdi,NaN,NaN
5,12,21,NaN,freetdi,NaN,NaN
5,12,22,NaN,freetdi,NaN,NaN
5,12,23,NaN,freetdi,NaN,NaN
5,12,24,NaN,freetdi,NaN,NaN
5,12,25,NaN,freetdi,NaN,NaN
5,12,26,NaN,freetdi,NaN,NaN
5,12,27,NaN,freetdi,NaN,NaN
5,12,28,NaN,freetdi,NaN,NaN
5,12,29,NaN,freetdi,NaN,NaN
5,12,30,NaN,freetdi,NaN,NaN
5,12,31,NaN,freetdi,NaN,NaN
5,12,32,NaN,freetdi,NaN,NaN
5,12,33,NaN,freetdi,NaN,NaN
5,12,34,NaN,freetdi,NaN,NaN
5,12,35,NaN,freetdi,NaN,NaN
5,12,36,NaN,freetdi,NaN,NaN
5,12,37,NaN,freetdi,NaN,NaN
5,12,38,NaN,freetdi,NaN,NaN
5,12,39,NaN,freetdi,NaN,NaN
5,12,40,NaN,freetdi,NaN,NaN
5,12,41,NaN,freetdi,NaN,NaN
5,12,42,NaN,freetdi,NaN,NaN
5,12,43,NaN,freetdi,NaN,NaN
5,12,44,NaN,freetdi,NaN,NaN
5,12,45,NaN,freetdi,NaN,NaN
5,12,46,NaN,freetdi,NaN,NaN
5,12,47,NaN,freetdi,NaN,NaN
5,12,48,NaN,freetdi,NaN,NaN
5,12,49,NaN,freetdi,NaN,NaN
5,14,0,9,freetdi,0.152,12.3645
5,14,1,9,freetdi,0.229,17.4451
5,14,2,8,freetdi,0.051,7.55274
5,14,3,9,freetdi,0.212,19.1158
5,14,4,9,freetdi,0.22,14.4988
5,14,5,9,freetdi,0.175,16.3266
5,14,6,9,freetdi,0.172,19.8092
5,14,7,9,freetdi,0.269,21.2538
5,14,8,11,freetdi,3.14,125.168
5,14,9,10,freetdi,0.8,49.479
5,14,10,9,freetdi,0.126,15.5174
5,14,11,10,freetdi,1.783,50.7665
5,14,12,10,freetdi,0.398,33.5447
5,14,13,10,freetdi,0.34,18.4524
5,14,14,10,freetdi,0.475,20.3279
5,14,15,11,freetdi,8.523,143.697
5,14,16,10,freetdi,1.512,42.1431
5,14,17,10,freetdi,1.438,35.2992
5,14,18,9,freetdi,0.263,16.3953
5,14,19,10,freetdi,0.36,19.0902
5,14,20,10,freetdi,0.518,36.2362
5,14,21,10,freetdi,1.393,40.6585
5,14,22,9,freetdi,0.292,13.963
5,14,23,9,freetdi,0.179,12.4483
5,14,24,10,freetdi,1.613,29.9346
5,14,25,10,freetdi,1.262,36.5512
5,14,26,9,freetdi,0.237,14.4918
5,14,27,9,freetdi,0.281,14.326
5,14,28,10,freetdi,0.294,20.8339
5,14,29,10,freetdi,1.4,36.7776
5,14,30,10,freetdi,1.07,35.7791
5,14,31,9,freetdi,0.224,13.9778
5,14,32,10,freetdi,1.579,37.8671
5,14,33,9,freetdi,0.191,12.7724
5,14,34,10,freetdi,0.305,18.2062
5,14,35,10,freetdi,0.99,25.4115
5,14,36,10,freetdi,1.641,61.6609
5,14,37,9,freetdi,0.269,12.7974
5,14,38,10,freetdi,0.839,41.9875
5,14,39,10,freetdi,1.19,35.1661
5,14,40,9,freetdi,0.184,13.5685
5,14,41,10,freetdi,1.374,26.9897
5,14,42,9,freetdi,0.274,10.5762
